#,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG per 90,xAG per 90,xG+xAG per 90,npxG per 90,npxG+xAG per 90
1365,Abou Lô,SEN,"DF,MF",Metz,fr Ligue 1,24,2000,4,2,163,1.8,0,0,0,0,0,0,0,1,0.1,0.1,0.3,0.5,0,4,1,0.00,0.00,0.00,0.00,0.00,0.07,0.19,0.26,0.07,0.26
1366,Giovani Lo Celso,ARG,MF,Tottenham,eng Premier League,28,1996,17,4,473,5.3,2,2,4,2,0,0,2,0,0.5,0.5,1.7,2.2,22,55,24,0.38,0.38,0.76,0.38,0.76,0.09,0.33,0.42,0.09,0.42
1367,Stanislav Lobotka,SVK,MF,Napoli,it Serie A,29,1994,32,32,"2,742",30.5,0,1,1,0,0,0,4,0,0.3,0.3,1.2,1.5,23,146,30,0.00,0.03,0.03,0.00,0.03,0.01,0.04,0.05,0.01,0.05
1368,Manuel Locatelli,ITA,MF,Juventus,it Serie A,26,1998,31,29,"2,575",28.6,1,3,4,1,0,0,6,0,0.9,0.9,1.0,1.9,16,184,21,0.03,0.10,0.14,0.03,0.14,0.03,0.04,0.07,0.03,0.07
1369,Bradley Locko,FRA,DF,Brest,fr Ligue 1,21,2002,29,29,"2,600",28.9,0,2,2,0,0,0,4,0,0.3,0.3,1.4,1.7,73,111,127,0.00,0.07,0.07,0.00,0.07,0.01,0.05,0.06,0.01,0.06
1370,Tom Lockyer,WAL,DF,Luton Town,eng Premier League,29,1994,14,14,"1,169",13.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6,37,2,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13
1371,Renan Lodi,BRA,DF,Marseille,fr Ligue 1,26,1998,14,14,"1,235",13.7,0,0,0,0,0,0,6,0,0.3,0.3,1.3,1.6,25,51,77,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12
1372,Ruben Loftus-Cheek,ENG,MF,Milan,it Serie A,28,1996,27,24,"1,921",21.3,6,1,7,6,0,0,5,0,3.4,3.4,2.3,5.7,67,71,110,0.28,0.05,0.33,0.28,0.33,0.16,0.11,0.27,0.16,0.27
1373,Andy Logbo,FRA,FW,Le Havre,fr Ligue 1,19,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,1,2,7,0.00,0.00,0.00,0.00,0.00,0.12,0.04,0.16,0.12,0.16
1374,Enzo Loiodice,FRA,MF,Las Palmas,es La Liga,23,2000,29,15,"1,490",16.6,0,0,0,0,0,0,2,0,0.5,0.5,0.7,1.2,20,82,62,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
1375,Sean Longstaff,ENG,MF,Newcastle Utd,eng Premier League,26,1997,29,24,"2,259",25.1,4,2,6,4,0,0,6,0,4.4,4.4,1.8,6.2,15,115,91,0.16,0.08,0.24,0.16,0.24,0.17,0.07,0.25,0.17,0.25
1376,Ademola Lookman,NGA,"FW,MF",Atalanta,it Serie A,26,1997,25,17,"1,460",16.2,8,4,12,8,0,0,4,0,6.7,6.7,3.1,9.8,49,79,169,0.49,0.25,0.74,0.49,0.74,0.41,0.19,0.60,0.41,0.60
1377,Noah Loosli,SUI,DF,Bochum,de Bundesliga,27,1997,10,2,346,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1378,Anthony Lopes,POR,GK,Lyon,fr Ligue 1,33,1990,26,26,"2,340",26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1379,David López,ESP,DF,Girona,es La Liga,34,1989,19,19,"1,492",16.6,2,0,2,2,0,0,3,0,1.4,1.4,0.2,1.6,12,38,1,0.12,0.00,0.12,0.12,0.12,0.09,0.01,0.10,0.09,0.10
1380,Diego López,ESP,"FW,MF",Valencia,es La Liga,21,2002,29,23,"2,073",23.0,3,6,9,3,0,0,2,0,2.6,2.6,3.9,6.5,63,57,149,0.13,0.26,0.39,0.13,0.39,0.11,0.17,0.28,0.11,0.28
1381,Fermin López,ESP,"MF,FW",Barcelona,es La Liga,20,2003,24,9,"1,015",11.3,3,0,3,3,0,0,2,0,4.8,4.8,0.6,5.4,26,52,58,0.27,0.00,0.27,0.27,0.27,0.42,0.05,0.48,0.42,0.48
1382,Javi López,ESP,DF,Alavés,es La Liga,22,2002,26,19,"1,871",20.8,0,3,3,0,0,0,2,0,0.5,0.5,3.0,3.5,50,75,99,0.00,0.14,0.14,0.00,0.14,0.03,0.14,0.17,0.03,0.17
1383,Maxime Lopez,FRA,MF,Fiorentina,it Serie A,26,1997,14,4,557,6.2,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,11,37,7,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12
1384,Pau López,ESP,GK,Marseille,fr Ligue 1,29,1994,27,27,"2,399",26.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1385,Unai López,ESP,MF,Rayo Vallecano,es La Liga,28,1995,28,23,"1,763",19.6,1,2,3,1,0,0,6,0,1.0,1.0,2.3,3.3,21,87,45,0.05,0.10,0.15,0.05,0.15,0.05,0.12,0.17,0.05,0.17
1386,Dion Lopy,SEN,MF,Almería,es La Liga,22,2002,28,21,"1,804",20.0,0,0,0,0,0,0,5,0,1.0,1.0,1.1,2.2,23,86,18,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11
1387,Anthony Losilla,FRA,MF,Bochum,de Bundesliga,38,1986,27,27,"2,283",25.4,1,2,3,1,0,0,9,0,2.1,2.1,1.0,3.1,10,87,38,0.04,0.08,0.12,0.04,0.12,0.08,0.04,0.12,0.08,0.12
1388,Jordan Lotomba,SUI,DF,Nice,fr Ligue 1,25,1998,24,19,"1,612",17.9,0,0,0,0,0,0,4,0,0.7,0.7,1.1,1.7,32,49,38,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
1389,Tom Louchet,FRA,"MF,FW",Nice,fr Ligue 1,20,2003,12,2,319,3.5,1,0,1,1,0,0,1,0,1.0,1.0,0.4,1.4,3,15,32,0.28,0.00,0.28,0.28,0.28,0.29,0.12,0.41,0.29,0.41
1390,Imran Louza,MAR,MF,Lorient,fr Ligue 1,24,1999,8,5,438,4.9,1,3,4,1,0,0,1,0,0.5,0.5,1.6,2.1,11,40,16,0.21,0.62,0.82,0.21,0.82,0.11,0.33,0.44,0.11,0.44
1391,Matteo Lovato,ITA,DF,Torino,it Serie A,24,2000,8,4,329,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
1392,Dejan Lovren,CRO,DF,Lyon,fr Ligue 1,34,1989,10,8,718,8.0,0,0,0,0,0,0,2,1,0.4,0.4,0.0,0.5,5,20,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
1393,Sandi Lovrić,SVN,MF,Udinese,it Serie A,26,1998,29,21,"1,987",22.1,1,3,4,1,0,0,1,1,3.5,3.5,3.3,6.8,52,80,80,0.05,0.14,0.18,0.05,0.18,0.16,0.15,0.31,0.16,0.31
1394,Max Lowe,ENG,"DF,MF",Sheffield Utd,eng Premier League,26,1997,8,3,399,4.4,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,4,9,7,0.00,0.00,0.00,0.00,0.00,0.13,0.16,0.29,0.13,0.29
1395,Anthony Lozano,HON,"MF,FW",Getafe,es La Liga,30,1993,6,0,92,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,0,1,6,0.00,0.00,0.00,0.00,0.00,0.18,0.25,0.43,0.18,0.43
1396,Lucas,BRA,DF,Cádiz,es La Liga,23,2001,23,12,"1,280",14.2,1,0,1,1,0,0,5,0,0.7,0.7,1.2,1.9,25,39,47,0.07,0.00,0.07,0.07,0.07,0.05,0.09,0.14,0.05,0.14
1397,Lorenzo Lucca,ITA,FW,Udinese,it Serie A,23,2000,30,23,"2,047",22.7,7,3,10,7,0,0,5,0,6.8,6.8,1.3,8.1,7,14,90,0.31,0.13,0.44,0.31,0.44,0.30,0.06,0.36,0.30,0.36
1398,Jhon Lucumí,COL,DF,Bologna,it Serie A,25,1998,23,17,"1,677",18.6,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.7,23,75,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
1399,José Luis Gayà,ESP,DF,Valencia,es La Liga,28,1995,22,22,"1,749",19.4,1,2,3,1,0,0,2,0,0.5,0.5,2.6,3.1,38,72,94,0.05,0.10,0.15,0.05,0.15,0.03,0.13,0.16,0.03,0.16
1400,José Luis Morales,ESP,"FW,MF",Villarreal,es La Liga,36,1987,23,8,919,10.2,6,0,6,6,0,0,0,0,4.7,4.7,0.6,5.2,23,16,64,0.59,0.00,0.59,0.59,0.59,0.46,0.05,0.51,0.46,0.51
1401,José Luis Palomino,ARG,DF,Atalanta,it Serie A,34,1990,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1402,Douglas Luiz,BRA,MF,Aston Villa,eng Premier League,25,1998,31,31,"2,660",29.6,9,5,14,5,4,4,10,0,6.8,3.7,4.8,8.5,57,162,47,0.30,0.17,0.47,0.17,0.34,0.23,0.16,0.39,0.12,0.29
1403,Romelu Lukaku,BEL,FW,Roma,it Serie A,30,1993,28,26,"2,324",25.8,10,3,13,10,0,1,4,1,8.4,7.6,2.1,9.7,33,34,201,0.39,0.12,0.50,0.39,0.50,0.33,0.08,0.41,0.30,0.38
1404,Castello Lukeba,FRA,DF,RB Leipzig,de Bundesliga,21,2002,27,19,"1,741",19.3,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,18,92,7,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04
1405,Dodi Lukebakio,BEL,FW,Sevilla,es La Liga,26,1997,16,9,805,8.9,4,1,5,4,0,0,0,0,3.6,3.6,0.6,4.2,33,23,93,0.45,0.11,0.56,0.45,0.56,0.41,0.07,0.47,0.41,0.47
1406,Saša Lukić,SRB,MF,Fulham,eng Premier League,27,1996,21,11,935,10.4,1,0,1,1,0,0,3,0,1.5,1.5,0.6,2.1,7,33,24,0.10,0.00,0.10,0.10,0.10,0.15,0.06,0.21,0.15,0.21
1407,Karlo Lulić,CRO,MF,Frosinone,it Serie A,27,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1408,Andriy Lunin,UKR,GK,Real Madrid,es La Liga,25,1999,19,19,"1,710",19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1409,Sebastiano Luperto,ITA,DF,Empoli,it Serie A,27,1996,32,32,"2,880",32.0,1,1,2,1,0,0,3,0,1.3,1.3,1.0,2.3,10,90,12,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07
1410,Mateus Lusuardi,BRA,DF,Frosinone,it Serie A,20,2004,4,3,219,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,12,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
1411,Andreas Luthe,GER,GK,Bochum,de Bundesliga,37,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1412,Zito Luvumbo,ANG,"FW,MF",Cagliari,it Serie A,22,2002,25,15,"1,577",17.5,4,5,9,4,0,0,4,0,2.8,2.8,2.7,5.5,72,18,150,0.23,0.29,0.51,0.23,0.51,0.16,0.16,0.31,0.16,0.31
1413,Charalambos Lykogiannis,GRE,DF,Bologna,it Serie A,30,1993,20,9,811,9.0,2,1,3,2,0,0,2,0,1.2,1.2,1.4,2.7,30,31,35,0.22,0.11,0.33,0.22,0.33,0.14,0.16,0.29,0.14,0.29
1414,Senne Lynen,BEL,MF,Werder Bremen,de Bundesliga,25,1999,27,15,"1,393",15.5,0,3,3,0,0,0,5,0,0.2,0.2,1.7,1.9,8,47,22,0.00,0.19,0.19,0.00,0.19,0.01,0.11,0.12,0.01,0.12
1415,Joshua M'Bahia,CIV,DF,Clermont Foot,fr Ligue 1,19,2005,1,0,14,0.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
1416,Ian Maatsen,NED,"FW,MF",Chelsea,eng Premier League,22,2002,12,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,9,8,15,0.00,0.00,0.00,0.00,0.00,0.35,0.04,0.39,0.35,0.39
1417,Alexis Mac Allister,ARG,MF,Liverpool,eng Premier League,25,1998,27,26,"2,169",24.1,4,5,9,3,1,1,6,1,2.7,1.9,2.8,4.7,33,177,32,0.17,0.21,0.37,0.12,0.33,0.11,0.12,0.23,0.08,0.20
1418,Deiver Machado,COL,DF,Lens,fr Ligue 1,30,1993,14,8,704,7.8,3,0,3,3,0,0,3,0,0.6,0.6,1.1,1.8,16,20,63,0.38,0.00,0.38,0.38,0.38,0.08,0.14,0.22,0.08,0.22
1419,Darwin Machís,VEN,MF,Cádiz,es La Liga,31,1993,20,10,773,8.6,4,0,4,3,1,1,0,1,1.4,0.6,0.7,1.3,20,15,53,0.47,0.00,0.47,0.35,0.35,0.17,0.08,0.25,0.07,0.15
1420,James Maddison,ENG,MF,Tottenham,eng Premier League,27,1996,22,22,"1,751",19.5,4,7,11,4,0,0,4,0,4.7,4.7,4.5,9.2,54,185,123,0.21,0.36,0.57,0.21,0.57,0.24,0.23,0.47,0.24,0.47
1421,Noni Madueke,ENG,FW,Chelsea,eng Premier League,22,2002,16,6,532,5.9,3,0,3,2,1,1,1,0,1.5,0.7,0.6,1.3,44,23,75,0.51,0.00,0.51,0.34,0.34,0.25,0.10,0.35,0.11,0.22
1422,Pablo Maffeo,ESP,DF,Mallorca,es La Liga,26,1997,18,14,"1,199",13.3,0,2,2,0,0,0,3,1,0.6,0.6,0.6,1.2,34,34,51,0.00,0.15,0.15,0.00,0.15,0.04,0.04,0.08,0.04,0.08
1423,Gabriel Magalhães,BRA,DF,Arsenal,eng Premier League,26,1997,30,28,"2,536",28.2,4,0,4,4,0,0,4,0,4.0,4.0,0.7,4.6,13,103,8,0.14,0.00,0.14,0.14,0.14,0.14,0.02,0.16,0.14,0.16
1424,Soungoutou Magassa,FRA,DF,Monaco,fr Ligue 1,20,2003,18,14,"1,246",13.8,0,0,0,0,0,0,6,0,0.6,0.6,0.1,0.8,7,80,9,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
1425,Giulio Maggiore,ITA,MF,Salernitana,it Serie A,26,1998,25,19,"1,674",18.6,3,2,5,3,0,0,9,1,1.9,1.9,1.1,3.0,7,61,23,0.16,0.11,0.27,0.16,0.27,0.10,0.06,0.16,0.10,0.16
1426,Matej Maglica,CRO,DF,Darmstadt 98,de Bundesliga,25,1998,21,16,"1,305",14.5,1,0,1,1,0,0,6,2,0.6,0.6,0.5,1.1,9,53,4,0.07,0.00,0.07,0.07,0.07,0.04,0.04,0.08,0.04,0.08
1427,Giangiacomo Magnani,ITA,DF,Hellas Verona,it Serie A,28,1995,27,23,"2,070",23.0,0,0,0,0,0,0,5,0,0.5,0.5,0.2,0.7,14,74,10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
1428,Hugo Magnetti,FRA,MF,Brest,fr Ligue 1,25,1998,28,25,"1,904",21.2,2,0,2,2,0,0,4,0,1.8,1.8,1.6,3.4,30,81,51,0.09,0.00,0.09,0.09,0.09,0.09,0.07,0.16,0.09,0.16
1429,Yohann Magnin,FRA,MF,Clermont Foot,fr Ligue 1,26,1997,26,12,"1,247",13.9,1,0,1,1,0,0,0,0,1.5,1.5,0.6,2.2,11,47,33,0.07,0.00,0.07,0.07,0.07,0.11,0.04,0.16,0.11,0.16
1430,Frank Magri,CMR,"FW,MF",Toulouse,fr Ligue 1,24,1999,26,14,"1,381",15.3,4,2,6,4,0,0,5,0,2.5,2.5,1.6,4.1,30,33,116,0.26,0.13,0.39,0.26,0.39,0.16,0.10,0.27,0.16,0.27
1431,Harry Maguire,ENG,DF,Manchester Utd,eng Premier League,31,1993,20,16,"1,473",16.4,1,2,3,1,0,0,4,0,1.9,1.9,1.2,3.2,14,65,2,0.06,0.12,0.18,0.06,0.18,0.12,0.08,0.19,0.12,0.19
1432,Jon Magunacelaya,ESP,"FW,MF",Real Sociedad,es La Liga,23,2000,5,1,121,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,2,2,10,0.00,0.00,0.00,0.00,0.00,0.21,0.34,0.55,0.21,0.55
1433,Adel Mahamoud,COM,FW,Nantes,fr Ligue 1,21,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1434,Arne Maier,GER,MF,Augsburg,de Bundesliga,25,1999,17,6,622,6.9,2,2,4,2,0,0,0,0,1.2,1.2,1.0,2.2,10,44,47,0.29,0.29,0.58,0.29,0.58,0.17,0.15,0.32,0.17,0.32
1435,Habib Maïga,CIV,"MF,FW",Metz,fr Ligue 1,28,1996,7,1,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
1436,Mike Maignan,FRA,GK,Milan,it Serie A,28,1995,28,28,"2,519",28.0,0,1,1,0,0,0,1,1,0.0,0.0,0.3,0.3,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01
1437,Linton Maina,GER,"FW,MF",Köln,de Bundesliga,24,1999,26,19,"1,599",17.8,1,2,3,1,0,0,3,0,1.6,1.6,2.2,3.8,86,46,127,0.06,0.11,0.17,0.06,0.17,0.09,0.13,0.21,0.09,0.21
1438,Patrick Mainka,GER,DF,Heidenheim,de Bundesliga,29,1994,29,29,"2,610",29.0,2,0,2,2,0,0,1,0,2.8,2.8,0.0,2.9,27,106,5,0.07,0.00,0.07,0.07,0.07,0.10,0.00,0.10,0.10,0.10
1439,Kobbie Mainoo,ENG,MF,Manchester Utd,eng Premier League,19,2005,18,18,"1,435",15.9,2,0,2,2,0,0,3,0,0.3,0.3,0.5,0.8,13,45,21,0.13,0.00,0.13,0.13,0.13,0.02,0.03,0.05,0.02,0.05
1440,Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,fr Ligue 1,26,1997,18,14,"1,190",13.2,1,2,3,0,1,1,1,1,2.9,2.1,1.1,3.2,23,64,69,0.08,0.15,0.23,0.00,0.15,0.22,0.08,0.30,0.16,0.24
1441,Radosław Majecki,POL,GK,Monaco,fr Ligue 1,24,1999,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1442,Lovro Majer,CRO,MF,Rennes,fr Ligue 1,26,1998,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,1,0.00,0.00,0.00,0.00,0.00,0.14,1.39,1.52,0.14,1.52
1443,Jean-Victor Makengo,FRA,"MF,FW",Lorient,fr Ligue 1,25,1998,10,5,478,5.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,11,28,17,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
1444,Jordy Makengo,FRA,DF,Freiburg,de Bundesliga,22,2001,15,9,835,9.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,24,39,32,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05
1445,Antoine Makoumbou,CGO,MF,Cagliari,it Serie A,25,1998,30,30,"2,522",28.0,1,0,1,1,0,0,5,2,0.7,0.7,0.8,1.5,36,131,51,0.04,0.00,0.04,0.04,0.04,0.02,0.03,0.05,0.02,0.05
1446,Nemanja Maksimović,SRB,MF,Getafe,es La Liga,29,1995,30,30,"2,647",29.4,4,0,4,4,0,0,3,0,4.4,4.4,0.8,5.1,17,58,28,0.14,0.00,0.14,0.14,0.14,0.15,0.03,0.17,0.15,0.17
1447,Julián Malatini,ARG,DF,Werder Bremen,de Bundesliga,22,2001,10,6,601,6.7,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.2,9,27,7,0.15,0.00,0.15,0.15,0.15,0.15,0.04,0.19,0.15,0.19
1448,Daniel Maldini,ITA,"MF,FW",Monza,it Serie A,22,2001,9,2,284,3.2,3,1,4,3,0,0,0,0,1.2,1.2,1.0,2.2,10,9,16,0.95,0.32,1.27,0.95,1.27,0.38,0.33,0.70,0.38,0.70
1449,Youssef Maleh,MAR,MF,Empoli,it Serie A,25,1998,28,25,"2,162",24.0,0,1,1,0,0,0,10,0,1.4,1.4,2.0,3.4,15,101,57,0.00,0.04,0.04,0.00,0.04,0.06,0.08,0.14,0.06,0.14
1450,Donyell Malen,NED,"FW,MF",Dortmund,de Bundesliga,25,1999,24,19,"1,644",18.3,11,1,12,11,0,0,5,0,7.4,7.4,2.9,10.3,66,52,145,0.60,0.05,0.66,0.60,0.66,0.40,0.16,0.56,0.40,0.56
1451,Ruslan Malinovskyi,UKR,MF,Genoa,it Serie A,30,1993,26,17,"1,472",16.4,3,1,4,3,0,0,7,0,0.9,0.9,0.5,1.3,23,76,30,0.18,0.06,0.24,0.18,0.24,0.05,0.03,0.08,0.05,0.08
1452,Lennard Maloney,USA,MF,Heidenheim,de Bundesliga,24,1999,26,25,"2,116",23.5,1,1,2,1,0,0,1,0,0.8,0.8,1.0,1.8,3,60,17,0.04,0.04,0.09,0.04,0.09,0.03,0.04,0.08,0.03,0.08
1453,Aaron Malouda,FRA,FW,Lille,fr Ligue 1,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1454,Giorgi Mamardashvili,GEO,GK,Valencia,es La Liga,23,2000,31,31,"2,790",31.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1455,David Mamutovic,GER,"FW,DF",Mainz 05,de Bundesliga,23,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1456,Wilson Manafá,POR,"DF,MF",Granada,es La Liga,29,1994,4,3,240,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,5,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
1457,Hianga Mananga Mbock,FRA,"MF,FW",Brest,fr Ligue 1,24,1999,2,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.55,1.62,2.17,0.55,2.17
1458,Gianluca Mancini,ITA,DF,Roma,it Serie A,28,1996,30,30,"2,480",27.6,4,1,5,4,0,0,9,0,1.9,1.9,0.9,2.8,32,122,12,0.15,0.04,0.18,0.15,0.18,0.07,0.03,0.10,0.07,0.10
1459,Marco Mancosu,ITA,"MF,FW",Cagliari,it Serie A,35,1988,5,3,155,1.7,0,0,0,0,0,1,0,0,1.2,0.5,0.2,0.7,4,8,11,0.00,0.00,0.00,0.00,0.00,0.72,0.13,0.85,0.29,0.42
1460,Steve Mandanda,FRA,GK,Rennes,fr Ligue 1,39,1985,29,29,"2,610",29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1461,Christos Mandas,GRE,GK,Lazio,it Serie A,22,2001,5,4,361,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1462,Reinildo Mandava,MOZ,DF,Atlético Madrid,es La Liga,30,1994,10,7,638,7.1,1,1,2,1,0,0,1,0,0.3,0.3,0.6,0.9,9,34,9,0.14,0.14,0.28,0.14,0.28,0.05,0.08,0.13,0.05,0.13
1463,Aïssa Mandi,ALG,DF,Villarreal,es La Liga,32,1991,14,10,952,10.6,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,6,47,4,0.09,0.00,0.09,0.09,0.09,0.06,0.06,0.12,0.06,0.12
1464,Rolando Mandragora,ITA,MF,Fiorentina,it Serie A,26,1997,28,14,"1,400",15.6,3,2,5,3,0,0,2,0,2.4,2.4,1.1,3.5,7,82,24,0.19,0.13,0.32,0.19,0.32,0.16,0.07,0.22,0.16,0.22
1465,Orel Mangala,BEL,MF,Nott'ham Forest,eng Premier League,26,1998,20,19,"1,563",17.4,1,0,1,1,0,0,6,0,0.8,0.8,0.2,1.1,13,45,14,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06
1466,Kostas Manolas,GRE,DF,Salernitana,it Serie A,32,1991,7,6,469,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,10,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
1467,Javier Manquillo,ESP,"DF,MF",Celta Vigo,es La Liga,29,1994,7,7,503,5.6,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.3,5,16,13,0.00,0.18,0.18,0.00,0.18,0.02,0.03,0.05,0.02,0.05
1468,Braydon Manu,GHA,MF,Darmstadt 98,de Bundesliga,27,1997,4,3,171,1.9,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,5,1,9,0.00,0.00,0.00,0.00,0.00,0.19,0.04,0.23,0.19,0.23
1469,Benson Manuel,BEL,"MF,FW",Burnley,eng Premier League,27,1997,7,1,97,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,0,14,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10
1470,Faitout Maouassa,FRA,"DF,MF",Granada,es La Liga,25,1998,4,1,160,1.8,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.6,8,5,10,0.00,0.56,0.56,0.00,0.56,0.07,0.23,0.29,0.07,0.29
1471,Marcão,BRA,DF,Sevilla,es La Liga,27,1996,6,3,310,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,3,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
1472,Solly March,ENG,"FW,DF",Brighton,eng Premier League,29,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2.0,2.0,1.0,2.9,14,24,44,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47
